transaction_id,date,time,branch_name,district,channel,transaction_type,card_type,account_type,amount_npr,response_code,response_message,transaction_status,customer_age,customer_gender,processing_time_ms
TXN0003200,2024-07-21,20:59:03,Nepalgunj Branch,Banke,Mobile Banking,Balance Inquiry,N/A,Fixed Deposit,0.0,00,Approved,Success,30,Female,353
TXN0003201,2024-07-21,23:51:14,New Baneshwor,Kathmandu,ATM,PIN Change,Credit Card,Savings,0.0,00,Approved,Success,25,Female,1377
TXN0003202,2024-07-22,06:01:06,Dharan Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,10000.0,51,Insufficient Funds,Failed,36,Female,1092
TXN0003203,2024-07-22,09:24:51,Hetauda Branch,Makwanpur,ATM,PIN Change,Debit Card,Fixed Deposit,0.0,00,Approved,Success,34,,1271
TXN0003204,2024-07-22,09:41:12,Lalitpur Branch,Lalitpur,Mobile Banking,Fund Transfer,N/A,Savings,55555.02,00,Approved,Success,21,Female,219
TXN0003205,2024-07-22,11:14:24,Bharatpur Branch,Chitwan,Mobile Banking,QR Payment,N/A,Savings,4246.83,00,Approved,Success,29,Female,349
TXN0003206,2024-07-22,12:07:44,Bhaktapur Branch,Bhaktapur,ATM,Balance Inquiry,Debit Card,Savings,0.0,55,Incorrect PIN,Failed,22,Male,1193
TXN0003207,2024-07-22,13:11:48,Lalitpur Branch,Lalitpur,ATM,PIN Change,Debit Card,Savings,0.0,51,Insufficient Funds,Timeout,32,Female,1064
TXN0003208,2024-07-22,13:23:03,Biratnagar Main,Morang,Branch Counter,Cash Deposit,N/A,Current,46349.64,00,Approved,Success,30,Male,926
TXN0003209,2024-07-22,13:54:09,Lalitpur Branch,Lalitpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,23,Male,706
TXN0003210,2024-07-22,15:49:56,Kathmandu Main,Kathmandu,Mobile Banking,Fund Transfer,N/A,Savings,83129.9,00,Approved,Success,50,Male,544
TXN0003211,2024-07-22,20:55:05,Itahari Branch,Sunsari,POS,Refund,Debit Card,Savings,7111.97,00,Approved,Success,28,Female,825
TXN0003212,2024-07-22,22:58:28,New Baneshwor,Kathmandu,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,23,Female,898
TXN0003213,2024-07-23,10:58:06,Bhaktapur Branch,Bhaktapur,ATM,PIN Change,Debit Card,Savings,0.0,51,Insufficient Funds,Reversed,37,Male,1474
TXN0003214,2024-07-23,11:14:38,Birgunj Branch,Parsa,POS,Purchase,Debit Card,Savings,1503.59,00,Approved,Success,39,Male,931
TXN0003215,2024-07-23,13:34:31,Birgunj Branch,Parsa,POS,Purchase,Debit Card,Savings,9614.02,00,Approved,Success,57,,650
TXN0003216,2024-07-23,16:04:16,Bhaktapur Branch,Bhaktapur,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,34,Female,702
TXN0003217,2024-07-23,19:16:35,Bharatpur Branch,Chitwan,ATM,PIN Change,Debit Card,Fixed Deposit,0.0,00,Approved,Success,38,Male,891
TXN0003218,2024-07-24,01:40:58,Dhangadhi Branch,Kailali,Mobile Banking,QR Payment,N/A,Savings,3956.77,00,Approved,Success,27,Male,942
TXN0003219,2024-07-24,02:06:49,Janakpur Branch,Dhanusha,Mobile Banking,Mobile Top-up,N/A,Savings,1000.0,00,Approved,Success,54,Female,458
TXN0003220,2024-07-24,07:01:54,Lalitpur Branch,Lalitpur,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,32,Male,648
TXN0003221,2024-07-24,08:04:29,Itahari Branch,Sunsari,Mobile Banking,Fund Transfer,N/A,Savings,5970.76,00,Approved,Success,5,Male,493
TXN0003222,2024-07-24,08:13:10,Janakpur Branch,Dhanusha,ATM,Mini Statement,Debit Card,Current,0.0,00,Approved,Success,18,Female,1820
TXN0003223,2024-07-24,09:00:57,Janakpur Branch,Dhanusha,Mobile Banking,Balance Inquiry,N/A,Current,0.0,00,Approved,Success,21,Male,524
TXN0003224,2024-07-24,11:00:15,Dhangadhi Branch,Kailali,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,35,Female,1978
TXN0003225,2024-07-24,11:24:18,Dhangadhi Branch,Kailali,Mobile Banking,Fund Transfer,N/A,Savings,21986.59,51,Insufficient Funds,Failed,46,Male,744
TXN0003226,2024-07-24,11:54:53,Hetauda Branch,Makwanpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,31,Male,1105
TXN0003227,2024-07-24,12:22:50,Itahari Branch,Sunsari,Mobile Banking,QR Payment,N/A,Current,3602.65,00,Approved,Success,26,Female,490
TXN0003228,2024-07-24,13:50:03,Biratnagar Main,Morang,Mobile Banking,Bill Payment,N/A,Savings,9328.8,00,Approved,Success,41,Female,843
TXN0003228,2024-07-24,13:50:03,Biratnagar Main,Morang,Mobile Banking,Bill Payment,N/A,Savings,9328.8,00,Approved,Success,41,Female,843
TXN0003229,2024-07-24,15:12:56,Janakpur Branch,Dhanusha,Mobile Banking,Mobile Top-up,N/A,Savings,500.0,00,Approved,Success,33,,475
TXN0003230,2024-07-24,15:26:08,Lalitpur Branch,Lalitpur,Mobile Banking,Fund Transfer,N/A,Savings,36869.8,00,Approved,Success,18,Female,710
TXN0003231,2024-07-24,15:33:25,Birgunj Branch,Parsa,ATM,Cash Withdrawal,Debit Card,Current,8000.0,00,Approved,Success,26,Female,1379
TXN0003232,2024-07-24,16:43:27,Hetauda Branch,Makwanpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,18,Male,1107
TXN0003233,2024-07-24,16:46:04,Itahari Branch,Sunsari,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,22,Female,1330
TXN0003234,2024-07-24,17:30:57,Birgunj Branch,Parsa,Mobile Banking,Mobile Top-up,N/A,Savings,1000.0,00,Approved,Success,39,Female,209
TXN0003235,2024-07-24,18:12:03,Lalitpur Branch,Lalitpur,POS,Purchase,Debit Card,Current,14907.83,00,Approved,Success,,Male,423
TXN0003236,2024-07-24,20:31:15,Pokhara Lakeside,Kaski,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,43,Female,326
TXN0003237,2024-07-24,21:06:45,Nepalgunj Branch,Banke,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,25,Male,652
TXN0003238,2024-07-24,23:52:10,Nepalgunj Branch,Banke,ATM,Cash Withdrawal,Prepaid Card,Savings,3000.0,91,Issuer Unavailable,Reversed,18,Male,1654
TXN0003239,2024-07-25,07:37:00,Butwal Branch,Rupandehi,Mobile Banking,Fund Transfer,N/A,Current,42307.03,00,Approved,Success,34,Male,681
TXN0003240,2024-07-25,08:10:40,Nepalgunj Branch,Banke,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,30,Female,1281
TXN0003241,2024-07-25,09:06:49,Dharan Branch,Sunsari,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,33,Female,375
TXN0003242,2024-07-25,09:43:46,Butwal Branch,Rupandehi,ATM,PIN Change,Credit Card,Current,0.0,00,Approved,Success,27,Male,1150
TXN0003243,2024-07-25,09:50:52,  Nepalgunj Branch  ,Banke,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,22,Male,547
TXN0003244,2024-07-25,10:57:56,Janakpur Branch,Dhanusha,Mobile Banking,Bill Payment,N/A,Savings,11739.17,00,Approved,Success,32,Male,231
TXN0003245,2024-07-25,11:19:12,Kathmandu Main,Kathmandu,POS,Refund,Debit Card,Savings,1179.98,00,Approved,Success,54,Male,338
TXN0003246,2024-07-25,13:02:46,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Prepaid Card,Savings,10000.0,00,Approved,Success,39,Female,1655
TXN0003247,2024-07-25,14:24:42,Hetauda Branch,Makwanpur,Branch Counter,Fund Transfer,N/A,Savings,84884.32,00,Approved,Success,31,Male,270
TXN0003248,2024-07-25,14:48:03,Hetauda Branch,Makwanpur,Internet Banking,Fund Transfer,N/A,Current,46466.65,00,Approved,Success,18,Female,559
TXN0003249,2024-07-25,15:20:58,Janakpur Branch,Dhanusha,ATM,Cash Withdrawal,Credit Card,Savings,20000.0,00,Approved,Success,37,Male,1045
TXN0003250,2024-07-25,15:25:01,Biratnagar Main,Morang,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,,Female,1101
TXN0003251,2024-07-25,15:38:42,Itahari Branch,Sunsari,Internet Banking,Bill Payment,N/A,Savings,6766.55,00,Approved,Success,26,Male,712
TXN0003252,2024-07-25,17:46:58,Dhangadhi Branch,Kailali,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,30,Female,668
TXN0003253,2024-07-25,18:04:57,Hetauda Branch,Makwanpur,ATM,Cash Withdrawal,Debit Card,Fixed Deposit,15000.0,00,Approved,Success,33,Male,1385
TXN0003254,2024-07-25,20:38:11,Birgunj Branch,Parsa,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,18,Male,642
TXN0003255,2024-07-25,21:37:14,Bharatpur Branch,Chitwan,POS,Purchase,Prepaid Card,Savings,4209.0,91,Issuer Unavailable,Failed,32,Female,171
TXN0003256,2024-07-26,00:49:14,Birgunj Branch,Parsa,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,19,Male,1238
TXN0003257,2024-07-26,06:50:17,Itahari Branch,Sunsari,ATM,Mini Statement,Debit Card,Savings,0.0,05,Do Not Honor,Reversed,40,Male,1015
TXN0003258,2024-07-26,07:24:24,Biratnagar Main,Morang,POS,Purchase,Prepaid Card,Savings,12438.12,00,Approved,Success,52,Male,581
TXN0003259,2024-07-26,10:42:35,Birgunj Branch,Parsa,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,38,Female,807
TXN0003260,2024-07-26,11:29:17,Hetauda Branch,Makwanpur,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,22,,549
TXN0003261,2024-07-26,11:40:10,Biratnagar Main,Morang,Internet Banking,Fund Transfer,N/A,Savings,924.66,00,Approved,Success,18,,534
TXN0003262,2024-07-26,12:09:59,Butwal Branch,Rupandehi,ATM,Mini Statement,Credit Card,Savings,0.0,00,Approved,Success,38,Male,1890
TXN0003263,2024-07-26,12:18:16,Biratnagar Main,Morang,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,24,Male,1179
TXN0003264,2024-07-26,12:33:40,New Baneshwor,Kathmandu,Mobile Banking,QR Payment,N/A,Current,4041.79,00,Approved,Success,58,Female,933
TXN0003265,2024-07-26,13:00:13,Pokhara Lakeside,Kaski,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,35,Male,779
TXN0003266,2024-07-26,13:34:18,New Baneshwor,Kathmandu,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,31,Male,194
TXN0003267,2024-07-26,14:30:26,Dharan Branch,Sunsari,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,55,Female,1101
TXN0003268,2024-07-26,15:15:20,Kathmandu Main,Kathmandu,Mobile Banking,Bill Payment,N/A,Savings,8436.84,00,Approved,Success,43,Male,547
TXN0003269,2024-07-26,17:05:08,Butwal Branch,Rupandehi,Internet Banking,Statement Download,N/A,Savings,0.0,96,System Malfunction,Reversed,23,,80
TXN0003270,2024-07-26,18:20:23,Bharatpur Branch,Chitwan,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,23,Male,1243
TXN0003271,2024-07-26,19:46:20,Hetauda Branch,Makwanpur,ATM,Cash Withdrawal,Debit Card,Savings,15000.0,00,Approved,Success,18,Male,1847
TXN0003272,2024-07-26,20:25:37,Dharan Branch,Sunsari,Mobile Banking,Bill Payment,N/A,Savings,657.97,55,Incorrect PIN,Failed,30,Female,869
TXN0003273,2024-07-26,21:40:27,Dharan Branch,Sunsari,Internet Banking,Bill Payment,N/A,Savings,7258.82,00,Approved,Success,45,Male,977
TXN0003273,2024-07-26,21:40:27,Dharan Branch,Sunsari,Internet Banking,Bill Payment,N/A,Savings,7258.82,00,Approved,Success,45,Male,977
TXN0003274,2024-07-26,21:47:01,Bhaktapur Branch,Bhaktapur,ATM,Balance Inquiry,Prepaid Card,Current,0.0,00,Approved,Success,18,Female,1556
TXN0003275,2024-07-27,07:14:17,New Baneshwor,Kathmandu,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,18,Female,1521
TXN0003276,2024-07-27,07:31:07,New Baneshwor,Kathmandu,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,28,Male,1452
TXN0003277,2024-07-27,08:01:24,Butwal Branch,Rupandehi,ATM,Mini Statement,Debit Card,Current,0.0,00,Approved,Success,27,Female,1266
TXN0003278,2024-07-27,08:18:28,Dhangadhi Branch,Kailali,Mobile Banking,Mobile Top-up,N/A,Current,200.0,00,Approved,Success,36,Male,811
TXN0003279,2024-07-27,09:01:46,Janakpur Branch,Dhanusha,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,28,Female,1111
TXN0003280,2024-07-27,09:18:21,Butwal Branch,Rupandehi,POS,Refund,Credit Card,Savings,4996.33,00,Approved,Success,25,Female,630
TXN0003281,2024-07-27,10:09:43,Bharatpur Branch,Chitwan,Internet Banking,Fund Transfer,N/A,Current,15443.57,00,Approved,Success,23,,824
TXN0003282,2024-07-27,10:26:03,Bharatpur Branch,Chitwan,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,33,Female,767
TXN0003283,2024-07-27,10:45:32,Pokhara Lakeside,Kaski,branch counter,Cash Deposit,N/A,Current,107422.6,00,Approved,Success,30,Male,699
TXN0003284,2024-07-27,11:23:12,New Baneshwor,Kathmandu,POS,Refund,Debit Card,Savings,9696.81,51,Insufficient Funds,Failed,27,Male,594
TXN0003285,2024-07-27,13:06:02,Hetauda Branch,Makwanpur,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,33,Female,417
TXN0003286,2024-07-27,13:51:10,Bhaktapur Branch,Bhaktapur,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,24,Male,906
TXN0003287,2024-07-27,14:26:44,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Savings,1000.0,00,Approved,Success,32,Female,1567
TXN0003288,2024-07-27,15:03:44,Bharatpur Branch,Chitwan,Mobile Banking,Fund Transfer,N/A,Current,7451.71,00,Approved,Success,52,Female,122
TXN0003289,2024-07-28,05:13:21,Pokhara Lakeside,Kaski,atm,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,18,Female,1455
TXN0003290,2024-07-28,08:44:02,Dharan Branch,Sunsari,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,35,Male,1153
TXN0003291,2024-07-28,09:43:31,Pokhara Lakeside,Kaski,Mobile Banking,Mobile Top-up,N/A,Savings,500.0,00,Approved,Success,35,,546
TXN0003292,2024-07-28,09:48:56,Hetauda Branch,Makwanpur,Mobile Banking,Bill Payment,N/A,Current,1190.83,00,Approved,Success,38,Female,559
TXN0003293,2024-07-28,10:46:14,Birgunj Branch,Parsa,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,26,Male,1340
TXN0003294,2024-07-28,11:06:02,Kathmandu Main,Kathmandu,POS,Refund,Debit Card,Savings,333.47,00,Approved,Success,50,Female,831
TXN0003295,2024-07-28,11:28:08,Dhangadhi Branch,Kailali,Internet Banking,Bill Payment,N/A,Savings,993.4,00,Approved,Success,29,Female,1085
TXN0003296,2024-07-28,11:32:51,Biratnagar Main,Morang,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,29,Female,1684
TXN0003297,2024-07-28,12:26:48,Itahari Branch,Sunsari,ATM,Balance Inquiry,Prepaid Card,Savings,0.0,00,Approved,Success,41,Female,1273
TXN0003298,2024-07-28,12:45:31,Bhaktapur Branch,Bhaktapur,Mobile Banking,QR Payment,N/A,Savings,1206.87,05,Do Not Honor,Reversed,22,Female,866
TXN0003299,2024-07-28,12:49:20,Dhangadhi Branch,Kailali,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,38,Female,899
TXN0003300,2024-07-28,12:59:41,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Current,1229.42,00,Approved,Success,48,Male,195
TXN0003301,2024-07-28,13:34:19,Bhaktapur Branch,Bhaktapur,Mobile Banking,Bill Payment,N/A,Fixed Deposit,5676.72,00,Approved,Success,34,Female,591
TXN0003302,2024-07-28,16:11:00,Itahari Branch,Sunsari,Mobile Banking,QR Payment,N/A,Current,2283.74,00,Approved,Success,47,Male,528
TXN0003303,2024-07-28,17:27:57,Dhangadhi Branch,Kailali,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,30,Female,1137
TXN0003304,2024-07-28,17:31:58,New Baneshwor,Kathmandu,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,28,Female,80
TXN0003305,2024-07-28,17:37:44,Butwal Branch,Rupandehi,Mobile Banking,Mobile Top-up,N/A,Savings,500.0,00,Approved,Success,57,Female,840
TXN0003306,2024-07-28,19:02:34,Pokhara Lakeside,Kaski,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,18,Male,1215
TXN0003307,2024-07-28,20:13:29,Lalitpur Branch,Lalitpur,ATM,PIN Change,Prepaid Card,Savings,0.0,00,Approved,Success,31,Female,1667
TXN0003308,2024-07-28,23:25:48,Dhangadhi Branch,Kailali,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,24,Female,1376
TXN0003309,2024-07-28,23:30:37,Hetauda Branch,Makwanpur,Mobile Banking,Bill Payment,N/A,Savings,3256.38,00,Approved,Success,24,Female,712
TXN0003310,2024-07-29,07:25:04,Butwal Branch,Rupandehi,ATM,Cash Withdrawal,Debit Card,Savings,3000.0,00,Approved,Success,38,Female,787
TXN0003311,2024-07-29,09:28:58,Dhangadhi Branch,Kailali,POS,Refund,Debit Card,Savings,8385.78,00,Approved,Success,63,Female,416
TXN0003312,2024-07-29,09:59:46,Butwal Branch,Rupandehi,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,34,Female,949
TXN0003313,2024-07-29,11:44:15,Pokhara Lakeside,Kaski,Mobile Banking,Bill Payment,N/A,Savings,10011.8,00,Approved,Success,18,Female,253
TXN0003314,2024-07-29,11:54:49,Kathmandu Main,Kathmandu,ATM,Balance Inquiry,Prepaid Card,Savings,0.0,00,Approved,Success,48,Male,1151
TXN0003315,2024-07-29,12:09:45,Dhangadhi Branch,Kailali,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,18,Female,892
TXN0003316,2024-07-29,12:43:13,Biratnagar Main,Morang,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,42,Female,398
TXN0003317,2024-07-29,14:14:51,Hetauda Branch,Makwanpur,Mobile Banking,Balance Inquiry,N/A,Current,0.0,00,Approved,Success,30,Male,603
TXN0003318,2024-07-29,15:55:51,Pokhara Lakeside,Kaski,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,26,Male,851
TXN0003319,2024-07-29,16:04:55,Lalitpur Branch,Lalitpur,Branch Counter,Fund Transfer,N/A,Savings,40286.43,00,Approved,Success,47,Female,677
TXN0003320,2024-07-29,16:08:39,Bhaktapur Branch,Bhaktapur,Mobile Banking,QR Payment,N/A,Savings,1327.04,00,Approved,Success,26,Female,428
TXN0003321,2024-07-29,16:58:19,Dharan Branch,Sunsari,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,44,Female,1950
TXN0003322,2024-07-29,17:42:30,Bharatpur Branch,Chitwan,ATM,Cash Withdrawal,Debit Card,Savings,8000.0,00,Approved,Success,41,Female,1886
TXN0003323,2024-07-29,18:29:46,Lalitpur Branch,Lalitpur,Mobile Banking,QR Payment,N/A,Savings,2041.04,00,Approved,Success,18,Female,1075
TXN0003324,2024-07-29,19:31:07,Dharan Branch,Sunsari,POS,Purchase,Debit Card,Current,11864.81,51,Insufficient Funds,Timeout,31,Male,554
TXN0003325,2024-07-30,00:02:00,Pokhara Lakeside,Kaski,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,55,Female,1841
TXN0003326,2024-07-30,06:14:05,Pokhara Lakeside,Kaski,Mobile Banking,QR Payment,N/A,Savings,3002.87,00,Approved,Success,24,Female,375
TXN0003327,2024-07-30,09:31:09,Janakpur Branch,Dhanusha,ATM,Cash Withdrawal,Debit Card,Savings,2000.0,00,Approved,Success,25,Male,893
TXN0003328,2024-07-30,09:34:55,Birgunj Branch,Parsa,ATM,Mini Statement,Credit Card,Fixed Deposit,0.0,00,Approved,Success,37,Female,1355
TXN0003329,2024-07-30,09:39:29,Janakpur Branch,Dhanusha,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,18,Male,651
TXN0003330,2024-07-30,10:44:05,Dharan Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,41,Male,213
TXN0003331,2024-07-30,10:50:03,Lalitpur Branch,Lalitpur,Mobile Banking,Mobile Top-up,N/A,Current,200.0,00,Approved,Success,18,Male,1159
TXN0003332,2024-07-30,13:17:37,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Savings,5000.0,00,Approved,Success,54,Male,1459
TXN0003333,2024-07-30,13:26:43,Birgunj Branch,Parsa,POS,Refund,Debit Card,Fixed Deposit,8777.56,00,Approved,Success,51,Female,311
TXN0003334,2024-07-30,15:18:12,Nepalgunj Branch,Banke,Internet Banking,Bill Payment,N/A,Current,8845.16,00,Approved,Success,55,Female,167
TXN0003335,2024-07-30,17:28:10,Bharatpur Branch,Chitwan,ATM,Cash Withdrawal,Debit Card,Savings,5000.0,00,Approved,Success,29,Male,1341
TXN0003336,2024-07-30,17:42:23,Butwal Branch,Rupandehi,POS,Purchase,Debit Card,Savings,1440.71,00,Approved,Success,20,Male,567
TXN0003337,2024-07-30,18:41:24,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Savings,13506.2,00,Approved,Success,41,Female,607
TXN0003338,2024-07-30,18:58:56,Pokhara Lakeside,Kaski,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,33,Male,998
TXN0003339,2024-07-30,20:07:29,Biratnagar Main,Morang,Mobile Banking,Bill Payment,N/A,Savings,9810.46,00,Approved,Success,56,Female,307
TXN0003340,2024-07-31,09:16:55,Butwal Branch,Rupandehi,Mobile Banking,Bill Payment,N/A,Savings,4481.74,00,Approved,Success,28,Male,776
TXN0003341,2024-07-31,09:55:10,Janakpur Branch,Dhanusha,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,50,Male,1549
TXN0003342,2024-07-31,10:21:46,Janakpur Branch,Dhanusha,ATM,Mini Statement,Debit Card,Savings,0.0,61,Exceeds Withdrawal Limit,Failed,43,Male,1170
TXN0003343,2024-07-31,11:39:50,Kathmandu Main,Kathmandu,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,40,Female,949
TXN0003344,2024-07-31,12:30:24,Biratnagar Main,Morang,ATM,Cash Withdrawal,Debit Card,Savings,20000.0,00,Approved,Success,35,Male,1255
TXN0003345,2024-07-31,12:31:20,Janakpur Branch,Dhanusha,ATM,Cash Withdrawal,Debit Card,Savings,5000.0,00,Approved,Success,30,Female,2124
TXN0003346,2024-07-31,12:36:17,Janakpur Branch,Dhanusha,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,37,Male,1521
TXN0003347,2024-07-31,12:49:30,Dhangadhi Branch,Kailali,Branch Counter,Cash Withdrawal,N/A,Current,20000.0,00,Approved,Success,43,Male,674
TXN0003348,2024-07-31,13:04:01,Bhaktapur Branch,Bhaktapur,ATM,Mini Statement,Debit Card,Fixed Deposit,0.0,00,Approved,Success,49,Female,1545
TXN0003349,2024-07-31,14:01:03,Dhangadhi Branch,Kailali,Mobile Banking,Fund Transfer,N/A,Savings,41222.38,00,Approved,Success,45,Female,644
TXN0003350,2024-07-31,14:41:46,Nepalgunj Branch,Banke,POS,Purchase,Prepaid Card,Savings,2659.47,00,Approved,Success,40,Female,343
TXN0003351,2024-07-31,15:48:15,Kathmandu Main,Kathmandu,ATM,Balance Inquiry,Credit Card,Savings,0.0,00,Approved,Success,36,Male,580
TXN0003352,2024-07-31,17:09:46,Biratnagar Main,Morang,ATM,Cash Withdrawal,Prepaid Card,Savings,10000.0,00,Approved,Success,36,Female,1666
TXN0003353,2024-07-31,18:12:42,Itahari Branch,Sunsari,Mobile Banking,Bill Payment,N/A,Savings,8422.74,00,Approved,Success,33,Male,243
TXN0003354,2024-07-31,18:15:40,Hetauda Branch,Makwanpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,36,Female,2047
TXN0003355,2024-07-31,18:45:13,Lalitpur Branch,Lalitpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,47,Male,1759
TXN0003356,2024-07-31,19:30:51,Janakpur Branch,Dhanusha,ATM,Balance Inquiry,Debit Card,Fixed Deposit,0.0,00,Approved,Success,54,Female,810
TXN0003357,2024-08-01,06:49:52,Pokhara Lakeside,Kaski,Mobile Banking,Mobile Top-up,N/A,Savings,100.0,00,Approved,Success,45,Female,615
TXN0003358,2024-08-01,07:12:21,Bharatpur Branch,Chitwan,ATM,Balance Inquiry,Prepaid Card,Current,0.0,00,Approved,Success,18,Female,1669
TXN0003359,2024-08-01,08:16:33,Dharan Branch,Sunsari,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,18,Male,491
TXN0003360,2024-08-01,09:23:23,Birgunj Branch,Parsa,ATM,Cash Withdrawal,Debit Card,Savings,5000.0,00,Approved,Success,63,Male,1733
TXN0003361,2024-08-01,09:30:12,Butwal Branch,Rupandehi,Mobile Banking,Bill Payment,N/A,Savings,1734.0,00,Approved,Success,36,Male,709
TXN0003362,2024-08-01,11:42:57,Janakpur Branch,Dhanusha,Mobile Banking,Fund Transfer,N/A,Savings,78624.09,00,Approved,Success,30,Female,134
TXN0003363,2024-08-01,13:06:27,Biratnagar Main,Morang,ATM,Cash Withdrawal,Debit Card,Current,8000.0,00,Approved,Success,36,Male,1433
TXN0003364,2024-08-01,13:29:48,Janakpur Branch,Dhanusha,POS,Refund,Debit Card,Savings,3835.33,00,Approved,Success,38,Male,484
TXN0003365,2024-08-01,14:44:25,Butwal Branch,Rupandehi,ATM,Balance Inquiry,Debit Card,Fixed Deposit,0.0,00,Approved,Success,34,Female,1745
TXN0003366,2024-08-01,17:28:27,Pokhara Lakeside,Kaski,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,48,Male,652
TXN0003367,2024-08-01,18:34:15,Hetauda Branch,Makwanpur,Mobile Banking,Bill Payment,N/A,Savings,850.48,00,Approved,Success,18,Male,503
TXN0003368,2024-08-01,19:30:53,Lalitpur Branch,Lalitpur,Mobile Banking,Bill Payment,N/A,Savings,10651.23,61,Exceeds Withdrawal Limit,Timeout,45,Male,365
TXN0003369,2024-08-02,10:41:56,Lalitpur Branch,Lalitpur,POS,Refund,Debit Card,Savings,7491.53,00,Approved,Success,66,Female,80
TXN0003370,2024-08-02,11:11:30,Lalitpur Branch,Lalitpur,Mobile Banking,Fund Transfer,N/A,Savings,12617.95,00,Approved,Success,45,Female,482
TXN0003371,2024-08-02,11:17:42,Pokhara Lakeside,Kaski,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,41,Male,480
TXN0003372,2024-08-02,11:32:43,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Current,3423.62,51,Insufficient Funds,Failed,31,Male,503
